"G-MIDE 05-Sep-04 Frame Layout: BMI3211 (V0.02) Format: Flight Ops Event (V0.01)"
"Frame-SF","Time","Status","Parameter not present","PFD Selected Speed","Altitude (1013.25mb)","Parameter not present","Radio Altitude 1","Parameter not present","Computed Airspeed","Ground Speed","Magnetic Heading","Roll Angle +=RWD","","EPR Actual Eng 1","EPR Actual Eng 2","Pitch Angle +=N/UP","","","","Land Gear Squat Switch - LH","Elevator Pos LH +=UP","Elevator Pos RH +=UP","Rudder Position","","Normal Acceleration","","","","","","","","Spoiler Pos LH 2","Spoiler Pos LH 4","Spoiler Pos LH 5","True Air Temp","Lateral Acceleration","","","","LongAcc","","","","Flap Angle","Slat Position","Glideslope Deviation 1","Localizer Deviation 1","ATS Engaged","A/P 1 Engaged","A/P 2 Engaged","Parameter not present","Reverser Deployed Eng 1","Reverser Deployed Eng 2","GPWS Modes On","GPWS G/S Visual Alert","VMO/MMO Overspeed"
"Frame-SF","Time","Status","FDC Event","SPD_MACH_A_M","ALT","FDC HAAL","RALT1","FDC Rate of Descent","CAS","GS","HEADING","ROLL","ROLL","EPR_1","EPR_2","PITCH","PITCH","PITCH","PITCH","LDG_LH","ELEV_L","ELEV_R","RUDDER","RUDDER","VRTG","VRTG","VRTG","VRTG","VRTG","VRTG","VRTG","VRTG","SP2_L","SP4_L","SP5_L","TAT","LATG","LATG","LATG","LATG","LONG","LONG","LONG","LONG","FLAPS","SLATS","GLID1DOT","LOC1DOT","ATS_ENGAGED","AP_1","AP_2","FDC Phase of Flight ID","REV_DEPLOYD1","REV_DEPLOYD2","GPWS_M_ON","GPWS_VA_ON","VMO_MMO_OVS"
"Frame-SF","Time","Status","","kts","ft","","ft","","kts","kts","deg","deg","deg","units","units","deg","deg","deg","deg","","deg","deg","deg","deg","g","g","g","g","g","g","g","g","deg","deg","deg","degC","g","g","g","g","g","g","g","g","deg","deg","dots","dots","","","","","","","","",""
2813-1,13:17,,,280,31996,,0.0,,279,459,296,0.4,0.4,1.354,1.352,1.8,1.8,1.8,1.8,AIR,-0.3,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.008,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2813-2,13:17,,,280,31996,,0.0,,279,459,296,0.4,0.7,1.350,1.352,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.93,0.95,0.94,0.95,0.96,0.95,0.93,0.95,0,0,0,-15.3,-0.008,-0.008,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2813-3,13:17,,,280,31996,,0.0,,279,459,296,0.7,0.7,1.350,1.352,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.93,0.95,0.96,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.008,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2813-4,13:17,,,280,31996,,0.0,,279,459,296,0.7,0.7,1.350,1.350,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.96,0.95,0.94,0.95,0.97,0.95,0,0,0,-15.3,-0.008,-0.008,-0.008,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2814-1,13:17,,,280,31996,,0.0,,279,460,296,0.7,0.7,1.348,1.350,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.97,0.95,0.93,0.95,0.93,0.95,0.92,0.95,0,0,0,,-0.004,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2814-2,13:17,,,280,31996,,0.0,,279,460,296,0.7,0.7,1.348,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.96,0.95,0.95,0.96,0.97,0.95,0,0,0,-15.3,-0.004,-0.004,-0.008,-0.008,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2814-3,13:17,,,280,31996,,0.0,,279,460,296,0.7,0.7,1.346,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.95,0.96,0.96,0.96,0.96,0.95,0.96,0,0,0,,-0.004,-0.004,-0.004,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2814-4,13:17,,,280,31996,,0.0,,279,460,296,0.7,0.7,1.344,1.344,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.95,0.93,0.95,0.96,0.95,0.95,0.95,0.95,0,0,0,-15.3,-0.008,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2815-1,13:17,,,280,31992,,0.0,,279,460,296,0.7,0.4,1.344,1.344,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.008,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2815-2,13:17,,,280,31992,,0.0,,279,460,297,0.7,0.7,1.344,1.342,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.96,0.95,0.95,0,0,0,-15.3,-0.008,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2815-3,13:17,,,280,31992,,0.0,,279,460,297,0.7,0.7,1.344,1.342,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.008,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2815-4,13:17,,,280,31992,,0.0,,279,460,297,0.7,0.7,1.344,1.342,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,0,-15.3,-0.008,-0.008,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2816-1,13:17,,,280,31992,,0.0,,279,460,297,0.7,0.7,1.342,1.342,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2816-2,13:17,,,280,31992,,0.0,,279,460,297,0.7,0.7,1.342,1.344,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.95,0.95,0.96,0.95,0.95,0.96,0.96,0.96,0,0,0,-15.3,-0.004,-0.008,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2816-3,13:17,,,280,31992,,0.0,,279,460,297,0.4,0.4,1.342,1.344,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.96,0.93,0.95,0.95,0.96,0.95,0.95,0,0,0,,-0.004,-0.004,-0.008,-0.004,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2816-4,13:17,,,280,31992,,0.0,,279,460,297,0.4,0.4,1.342,1.344,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.96,0.95,0.95,0.95,0.96,0.95,0,0,0,-15.3,-0.008,-0.008,-0.008,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2817-1,13:17,,,280,31992,,0.0,,279,460,297,0.4,0.4,1.344,1.344,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.96,0.96,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2817-2,13:17,,,280,31988,,0.0,,279,460,297,0.4,0.4,1.344,1.344,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0,0,0,-15.3,-0.004,-0.004,-0.004,-0.008,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2817-3,13:17,,,280,31992,,0.0,,279,460,297,0.4,0.4,1.344,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.95,0.96,0.96,0.95,0.95,0.95,0.95,0,0,0,,-0.008,-0.004,-0.004,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2817-4,13:17,,,280,31988,,0.0,,280,460,297,0.4,0.4,1.344,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,-15.3,-0.008,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2818-1,13:17,,,280,31988,,0.0,,280,460,297,0.4,0.4,1.346,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.008,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2818-2,13:17,,,280,31988,,0.0,,280,460,297,0.4,0.0,1.346,1.344,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,-15.3,-0.008,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2818-3,13:17,,,280,31988,,0.0,,280,460,297,0.0,0.0,1.346,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.008,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2818-4,13:17,,,280,31988,,0.0,,280,460,297,0.0,0.4,1.344,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,-15.3,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2819-1,13:17,,,280,31988,,0.0,,280,460,297,0.4,0.4,1.346,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2819-2,13:17,,,280,31992,,0.0,,280,460,297,0.0,0.0,1.344,1.344,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,-15.3,-0.008,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2819-3,13:17,,,280,31992,,0.0,,280,460,297,0.0,0.0,1.344,1.344,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2819-4,13:17,,,280,31988,,0.0,,280,460,297,0.0,0.0,1.346,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,0,-15.3,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2820-1,13:17,,,280,31992,,0.0,,280,461,297,0.0,0.0,1.346,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,0,,-0.008,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2820-2,13:17,,,280,31988,,0.0,,280,461,297,0.0,0.0,1.346,1.344,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.96,0.96,0.95,0.96,0.96,0.95,0.95,0,0,0,-15.3,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2820-3,13:17,,,280,31988,,0.0,,280,461,297,0.0,0.0,1.344,1.344,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.95,0.96,0.95,0.96,0.95,0.96,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2820-4,13:17,,,280,31988,,0.0,,280,461,297,0.0,0.0,1.346,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.95,0.96,0.95,0.96,0.95,0.96,0.95,0,0,0,-15.0,-0.004,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2821-1,13:17,,,280,31988,,0.0,,280,461,297,0.0,-0.4,1.346,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2821-2,13:17,,,280,31992,,0.0,,280,461,297,-0.4,-0.4,1.346,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,-15.0,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2821-3,13:17,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.348,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.95,0.95,0.95,0.96,0.95,0.96,0.95,0.96,0,0,0,,-0.004,-0.004,-0.004,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2821-4,13:18,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.348,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.96,0.95,0.96,0.96,0.96,0.95,0.95,0,0,0,-15.3,-0.008,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2822-1,13:18,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.348,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2822-2,13:18,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.346,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,-15.3,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2822-3,13:18,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.348,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0,0,0,,-0.004,-0.004,-0.004,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2822-4,13:18,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.348,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,0,-15.3,-0.008,-0.004,-0.004,-0.008,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2823-1,13:18,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.346,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.95,0.96,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.008,-0.008,-0.008,-0.004,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2823-2,13:18,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.346,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.96,0,0,0,-15.0,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2823-3,13:18,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.346,1.346,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,0,,-0.004,-0.004,-0.008,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2823-4,13:18,,,280,31992,,0.0,,280,461,297,-0.4,-0.4,1.348,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.98,0.96,0.95,0.96,0.96,0.95,0.96,0.95,0,0,0,-15.3,-0.004,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2824-1,13:18,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.348,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.008,-0.004,-0.008,-0.004,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2824-2,13:18,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.348,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.96,0.95,0.94,0.95,0.95,0.95,0.95,0.95,0,0,0,-15.3,-0.008,-0.008,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2824-3,13:18,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.348,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0,0,0,,-0.004,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2824-4,13:18,,,280,31988,,0.0,,280,461,297,-0.7,-0.7,1.348,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,0.00,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0,0,0,-15.0,-0.008,-0.004,-0.008,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2825-1,13:18,,,280,31988,,0.0,,280,461,297,-0.7,-0.4,1.350,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,0.00,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2825-2,13:18,,,280,31988,,0.0,,279,461,297,-0.4,-0.4,1.350,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,-15.0,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2825-3,13:18,,,279,31988,,0.0,,280,461,297,-0.4,-0.7,1.348,1.350,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,0.00,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0,0,0,,-0.004,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2825-4,13:18,,,280,31988,,0.0,,280,461,297,-0.7,-0.4,1.348,1.350,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,0.00,-0.09,0.96,0.95,0.96,0.95,0.95,0.95,0.96,0.95,0,0,0,-15.3,-0.008,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2826-1,13:18,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.350,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.95,0.95,0.96,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.004,-0.004,-0.008,-0.004,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2826-2,13:18,,,280,31988,,0.0,,280,461,297,-0.7,-0.4,1.348,1.350,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,0.00,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,-15.0,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2826-3,13:18,,,280,31988,,0.0,,279,461,297,-0.4,-0.4,1.348,1.350,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,0.00,-0.09,0.96,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0,0,0,,-0.004,-0.004,-0.004,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2826-4,13:18,,,280,31988,,0.0,,279,461,297,-0.4,-0.4,1.348,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0,0,0,-15.0,-0.008,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2827-1,13:18,,,280,31988,,0.0,,279,461,297,-0.7,-0.7,1.350,1.348,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,0.00,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.97,0,0,0,,-0.008,-0.008,-0.004,-0.004,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2827-2,13:18,,,280,31992,,0.0,,280,461,297,-0.4,-0.4,1.350,1.350,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,0.00,-0.09,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0,0,0,-15.0,-0.004,-0.004,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2827-3,13:18,,,280,31988,,0.0,,280,461,297,-0.4,-0.4,1.348,1.352,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.95,0.95,0.96,0.95,0.95,0.95,0.96,0.95,0,0,0,,-0.008,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2827-4,13:18,,,280,31988,,0.0,,279,461,297,-0.7,-0.7,1.350,1.352,1.8,1.8,1.8,1.8,AIR,-0.4,-0.1,-0.09,-0.09,0.96,0.95,0.93,0.95,0.93,0.95,0.95,0.95,0,0,0,-15.0,-0.008,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2828-1,13:18,,,280,31988,,0.0,,279,461,297,-0.7,-0.4,1.350,1.350,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,0.00,-0.09,0.95,0.93,0.95,0.96,0.95,0.95,0.95,0.95,0,0,0,,-0.004,0.004,0.000,0.000,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2828-2,13:18,,,280,31992,,0.0,,280,461,297,0.0,0.0,1.352,1.352,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.95,0.95,0.95,0.95,0.96,0.96,0.95,0.96,0,0,0,-15.3,0.000,0.000,-0.004,-0.004,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2828-3,13:18,,,280,31992,,0.0,,279,461,297,-0.4,-0.7,1.352,1.350,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,0.00,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0,0,0,,-0.008,-0.008,-0.008,-0.008,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
2828-4,13:18,,,280,31988,,0.0,,279,461,297,-0.7,-0.7,1.352,1.350,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.95,0.95,0.96,0.95,0.95,0.96,0.96,0.95,0,0,0,-15.0,-0.008,-0.004,-0.008,-0.008,0.027,0.027,0.027,0.027,,0.0,,,ENGAGE,ENGAGE,NOT EN,,,,,,
2829-1,13:18,,,280,31988,,0.0,,279,461,297,-0.7,-0.4,1.350,1.352,1.8,1.8,1.8,1.8,AIR,-0.4,-0.2,-0.09,-0.09,0.96,0.95,0.95,0.96,0.96,0.97,0.96,0.95,0,0,0,,-0.008,-0.008,0.000,0.000,0.027,0.027,0.027,0.027,0,0.0,0.0,0.0,ENGAGE,ENGAGE,NOT EN,,,,,,
